"","Year-Month","sentiment","n"
"1993","2009_12","trust",110
"1994","2009_12","negative",101
"1995","2009_12","anticipation",75
"1996","2009_12","fear",59
"1997","2009_12","joy",52
"1998","2009_12","anger",46
"1999","2009_12","sadness",32
"2000","2009_12","surprise",27
"2001","2009_12","disgust",22
"2002","2009_12","Total",707
"2003","2000_1","positive",124
"2004","2000_1","negative",94
"2005","2000_1","trust",77
"2006","2000_1","fear",62
"2007","2000_1","anger",50
"2008","2000_1","anticipation",50
"2009","2000_1","sadness",43
"2010","2000_1","disgust",30
"2011","2000_1","joy",25
"2012","2000_1","surprise",21
"2013","2000_1","Total",576
"2014","2000_3","positive",289
"2015","2000_3","negative",209
"2016","2000_3","trust",185
"2017","2000_3","anticipation",123
"2018","2000_3","fear",122
"2019","2000_3","anger",109
"2020","2000_3","sadness",72
"2021","2000_3","joy",65
"2022","2000_3","surprise",55
"2023","2000_3","disgust",46
"2024","2000_3","Total",1275
"2025","2000_2","positive",212
"2026","2000_2","negative",158
"2027","2000_2","trust",130
"2028","2000_2","fear",101
"2029","2000_2","anticipation",85
"2030","2000_2","anger",71
"2031","2000_2","sadness",56
"2032","2000_2","joy",44
"2033","2000_2","surprise",31
"2034","2000_2","disgust",30
"2035","2000_2","Total",918
"2036","2013_3","positive",501
"2037","2013_3","negative",410
"2038","2013_3","trust",290
"2039","2013_3","fear",234
"2040","2013_3","anger",212
"2041","2013_3","anticipation",181
"2042","2013_3","sadness",160
"2043","2013_3","joy",125
"2044","2013_3","disgust",100
"2045","2013_3","surprise",83
"2046","2013_3","Total",2296
"2047","2002_8","positive",154
"2048","2002_8","negative",98
"2049","2002_8","trust",93
"2050","2002_8","fear",66
"2051","2002_8","anticipation",55
"2052","2002_8","anger",53
"2053","2002_8","sadness",32
"2054","2002_8","joy",31
"2055","2002_8","surprise",26
"2056","2002_8","disgust",22
"2057","2002_8","Total",630
"2058","2002_7","positive",46
"2059","2002_7","trust",37
"2060","2002_7","negative",31
"2061","2002_7","fear",20
"2062","2002_7","anticipation",18
"2063","2002_7","sadness",15
"2064","2002_7","anger",14
"2065","2002_7","disgust",11
"2066","2002_7","joy",10
"2067","2002_7","surprise",9
"2068","2002_7","Total",211
"2069","2004_12","positive",46
"2070","2004_12","trust",34
"2071","2004_12","negative",21
"2072","2004_12","fear",18
"2073","2004_12","anticipation",14
"2074","2004_12","joy",12
"2075","2004_12","anger",11
"2076","2004_12","sadness",8
"2077","2004_12","disgust",7
"2078","2004_12","surprise",4
"2079","2004_12","Total",175
"2080","2005_1","positive",55
"2081","2005_1","negative",46
"2082","2005_1","trust",35
"2083","2005_1","fear",25
"2084","2005_1","anticipation",23
"2085","2005_1","sadness",23
"2086","2005_1","anger",18
"2087","2005_1","joy",16
"2088","2005_1","surprise",10
"2089","2005_1","disgust",7
"2090","2005_1","Total",258
"2091","2007_9","positive",178
"2092","2007_9","trust",121
"2093","2007_9","negative",104
"2094","2007_9","anticipation",72
"2095","2007_9","fear",58
"2096","2007_9","joy",48
"2097","2007_9","anger",39
"2098","2007_9","sadness",36
"2099","2007_9","surprise",29
"2100","2007_9","disgust",23
"2101","2007_9","Total",708
"2102","2008_12","positive",106
"2103","2008_12","trust",72
"2104","2008_12","negative",59
"2105","2008_12","anticipation",33
"2106","2008_12","fear",32
"2107","2008_12","anger",23
"2108","2008_12","sadness",22
"2109","2008_12","joy",21
"2110","2008_12","surprise",17
"2111","2008_12","disgust",13
"2112","2008_12","Total",398
"2113","2008_9","positive",37
"2114","2008_9","trust",25
"2115","2008_9","negative",22
"2116","2008_9","anger",11
"2117","2008_9","anticipation",10
"2118","2008_9","fear",10
"2119","2008_9","joy",8
"2120","2008_9","sadness",6
"2121","2008_9","surprise",6
"2122","2008_9","disgust",2
"2123","2008_9","Total",137
"2124","2000_10","positive",96
"2125","2000_10","trust",65
"2126","2000_10","negative",55
"2127","2000_10","anticipation",42
"2128","2000_10","fear",40
"2129","2000_10","sadness",24
"2130","2000_10","anger",22
"2131","2000_10","surprise",22
"2132","2000_10","joy",20
"2133","2000_10","disgust",17
"2134","2000_10","Total",403
"2135","2000_11","positive",73
"2136","2000_11","trust",50
"2137","2000_11","negative",48
"2138","2000_11","anticipation",32
"2139","2000_11","joy",24
"2140","2000_11","fear",21
"2141","2000_11","sadness",19
"2142","2000_11","anger",17
"2143","2000_11","surprise",12
"2144","2000_11","disgust",6
"2145","2000_11","Total",302
"2146","2001_11","positive",75
"2147","2001_11","negative",59
"2148","2001_11","trust",54
"2149","2001_11","fear",40
"2150","2001_11","anticipation",30
"2151","2001_11","sadness",27
"2152","2001_11","anger",25
"2153","2001_11","disgust",17
"2154","2001_11","joy",16
"2155","2001_11","surprise",12
"2156","2001_11","Total",355
"2157","2001_12","positive",88
"2158","2001_12","trust",58
"2159","2001_12","negative",50
"2160","2001_12","fear",43
"2161","2001_12","anticipation",37
"2162","2001_12","anger",26
"2163","2001_12","joy",19
"2164","2001_12","surprise",18
"2165","2001_12","sadness",17
"2166","2001_12","disgust",12
"2167","2001_12","Total",368
"2168","2002_3","positive",105
"2169","2002_3","negative",79
"2170","2002_3","trust",72
"2171","2002_3","fear",50
"2172","2002_3","anger",46
"2173","2002_3","anticipation",38
"2174","2002_3","disgust",23
"2175","2002_3","joy",23
"2176","2002_3","sadness",22
"2177","2002_3","surprise",19
"2178","2002_3","Total",477
"2179","2002_6","positive",71
"2180","2002_6","negative",56
"2181","2002_6","trust",47
"2182","2002_6","fear",38
"2183","2002_6","anticipation",29
"2184","2002_6","anger",27
"2185","2002_6","sadness",22
"2186","2002_6","joy",20
"2187","2002_6","surprise",11
"2188","2002_6","disgust",10
"2189","2002_6","Total",331
"2190","2002_11","negative",17
"2191","2002_11","trust",16
"2192","2002_11","positive",15
"2193","2002_11","fear",9
"2194","2002_11","anger",6
"2195","2002_11","anticipation",5
"2196","2002_11","sadness",5
"2197","2002_11","joy",3
"2198","2002_11","surprise",2
"2199","2002_11","disgust",1
"2200","2002_11","Total",79
"2201","2000_8","positive",74
"2202","2000_8","trust",43
"2203","2000_8","negative",36
"2204","2000_8","anticipation",27
"2205","2000_8","joy",18
"2206","2000_8","anger",15
"2207","2000_8","fear",15
"2208","2000_8","surprise",12
"2209","2000_8","sadness",11
"2210","2000_8","disgust",6
"2211","2000_8","Total",257
"2212","2001_1","positive",61
"2213","2001_1","trust",48
"2214","2001_1","fear",29
"2215","2001_1","anticipation",28
"2216","2001_1","negative",28
"2217","2001_1","anger",19
"2218","2001_1","joy",14
"2219","2001_1","surprise",9
"2220","2001_1","sadness",8
"2221","2001_1","disgust",7
"2222","2001_1","Total",251
"2223","2013_4","positive",476
"2224","2013_4","negative",406
"2225","2013_4","trust",283
"2226","2013_4","fear",233
"2227","2013_4","anger",195
"2228","2013_4","anticipation",183
"2229","2013_4","sadness",162
"2230","2013_4","joy",117
"2231","2013_4","disgust",111
"2232","2013_4","surprise",93
"2233","2013_4","Total",2259
"2234","2004_1","positive",27
"2235","2004_1","trust",18
"2236","2004_1","negative",14
"2237","2004_1","anticipation",10
"2238","2004_1","fear",8
"2239","2004_1","anger",7
"2240","2004_1","joy",5
"2241","2004_1","sadness",5
"2242","2004_1","surprise",4
"2243","2004_1","disgust",2
"2244","2004_1","Total",100
"2245","2006_8","positive",86
"2246","2006_8","negative",75
"2247","2006_8","trust",53
"2248","2006_8","fear",42
"2249","2006_8","anticipation",36
"2250","2006_8","sadness",36
"2251","2006_8","anger",25
"2252","2006_8","joy",20
"2253","2006_8","disgust",19
"2254","2006_8","surprise",11
"2255","2006_8","Total",403
"2256","2010_7","positive",310
"2257","2010_7","negative",202
"2258","2010_7","trust",185
"2259","2010_7","fear",113
"2260","2010_7","anticipation",108
"2261","2010_7","anger",100
"2262","2010_7","sadness",69
"2263","2010_7","joy",68
"2264","2010_7","surprise",45
"2265","2010_7","disgust",43
"2266","2010_7","Total",1243
"2267","2010_8","positive",192
"2268","2010_8","negative",139
"2269","2010_8","trust",120
"2270","2010_8","fear",86
"2271","2010_8","anger",72
"2272","2010_8","anticipation",64
"2273","2010_8","sadness",47
"2274","2010_8","joy",43
"2275","2010_8","disgust",33
"2276","2010_8","surprise",31
"2277","2010_8","Total",827
"2278","2010_9","positive",399
"2279","2010_9","negative",324
"2280","2010_9","trust",240
"2281","2010_9","fear",169
"2282","2010_9","anger",163
"2283","2010_9","anticipation",138
"2284","2010_9","sadness",119
"2285","2010_9","joy",79
"2286","2010_9","disgust",71
"2287","2010_9","surprise",67
"2288","2010_9","Total",1769
"2289","2010_10","positive",427
"2290","2010_10","negative",323
"2291","2010_10","trust",267
"2292","2010_10","fear",186
"2293","2010_10","anticipation",155
"2294","2010_10","anger",153
"2295","2010_10","sadness",119
"2296","2010_10","joy",103
"2297","2010_10","surprise",68
"2298","2010_10","disgust",61
"2299","2010_10","Total",1862
"2300","2010_11","positive",399
"2301","2010_11","negative",339
"2302","2010_11","trust",226
"2303","2010_11","fear",186
"2304","2010_11","anticipation",150
"2305","2010_11","anger",148
"2306","2010_11","sadness",125
"2307","2010_11","joy",97
"2308","2010_11","surprise",74
"2309","2010_11","disgust",70
"2310","2010_11","Total",1814
"2311","2010_12","positive",375
"2312","2010_12","negative",322
"2313","2010_12","trust",226
"2314","2010_12","fear",171
"2315","2010_12","anger",156
"2316","2010_12","anticipation",147
"2317","2010_12","sadness",134
"2318","2010_12","joy",92
"2319","2010_12","disgust",75
"2320","2010_12","surprise",69
"2321","2010_12","Total",1767
"2322","2011_1","positive",674
"2323","2011_1","negative",537
"2324","2011_1","trust",386
"2325","2011_1","fear",268
"2326","2011_1","anticipation",258
"2327","2011_1","anger",249
"2328","2011_1","sadness",213
"2329","2011_1","joy",196
"2330","2011_1","disgust",133
"2331","2011_1","surprise",133
"2332","2011_1","Total",3047
"2333","2013_5","positive",400
"2334","2013_5","negative",352
"2335","2013_5","trust",250
"2336","2013_5","fear",197
"2337","2013_5","anger",173
"2338","2013_5","anticipation",151
"2339","2013_5","sadness",134
"2340","2013_5","joy",103
"2341","2013_5","disgust",90
"2342","2013_5","surprise",74
"2343","2013_5","Total",1924
"2344","2011_2","positive",210
"2345","2011_2","negative",150
"2346","2011_2","trust",137
"2347","2011_2","fear",102
"2348","2011_2","anticipation",84
"2349","2011_2","anger",77
"2350","2011_2","sadness",65
"2351","2011_2","joy",51
"2352","2011_2","disgust",40
"2353","2011_2","surprise",28
"2354","2011_2","Total",944
"2355","2011_3","positive",183
"2356","2011_3","trust",128
"2357","2011_3","negative",103
"2358","2011_3","fear",67
"2359","2011_3","anticipation",64
"2360","2011_3","anger",46
"2361","2011_3","sadness",41
"2362","2011_3","joy",38
"2363","2011_3","surprise",23
"2364","2011_3","disgust",19
"2365","2011_3","Total",712
"2366","2011_4","positive",200
"2367","2011_4","negative",169
"2368","2011_4","trust",131
"2369","2011_4","fear",100
"2370","2011_4","anger",86
"2371","2011_4","anticipation",76
"2372","2011_4","sadness",66
"2373","2011_4","joy",49
"2374","2011_4","disgust",42
"2375","2011_4","surprise",30
"2376","2011_4","Total",949
"2377","2011_5","positive",284
"2378","2011_5","trust",163
"2379","2011_5","negative",155
"2380","2011_5","anticipation",98
"2381","2011_5","fear",80
"2382","2011_5","joy",72
"2383","2011_5","sadness",63
"2384","2011_5","anger",61
"2385","2011_5","surprise",46
"2386","2011_5","disgust",31
"2387","2011_5","Total",1053
"2388","2011_6","positive",105
"2389","2011_6","trust",75
"2390","2011_6","negative",73
"2391","2011_6","anticipation",46
"2392","2011_6","fear",41
"2393","2011_6","anger",32
"2394","2011_6","joy",25
"2395","2011_6","sadness",17
"2396","2011_6","surprise",17
"2397","2011_6","disgust",10
"2398","2011_6","Total",441
"2399","2011_7","positive",297
"2400","2011_7","negative",211
"2401","2011_7","trust",190
"2402","2011_7","fear",124
"2403","2011_7","anticipation",108
"2404","2011_7","anger",92
"2405","2011_7","sadness",76
"2406","2011_7","joy",69
"2407","2011_7","surprise",57
"2408","2011_7","disgust",50
"2409","2011_7","Total",1274
"2410","2011_8","positive",311
"2411","2011_8","negative",239
"2412","2011_8","trust",181
"2413","2011_8","fear",137
"2414","2011_8","anticipation",114
"2415","2011_8","anger",112
"2416","2011_8","sadness",90
"2417","2011_8","joy",83
"2418","2011_8","surprise",61
"2419","2011_8","disgust",56
"2420","2011_8","Total",1384
"2421","2011_9","positive",191
"2422","2011_9","trust",124
"2423","2011_9","negative",116
"2424","2011_9","anticipation",71
"2425","2011_9","fear",65
"2426","2011_9","anger",51
"2427","2011_9","joy",51
"2428","2011_9","sadness",41
"2429","2011_9","surprise",33
"2430","2011_9","disgust",18
"2431","2011_9","Total",761
"2432","2011_10","positive",257
"2433","2011_10","negative",231
"2434","2011_10","trust",163
"2435","2011_10","fear",141
"2436","2011_10","anger",106
"2437","2011_10","anticipation",91
"2438","2011_10","sadness",84
"2439","2011_10","joy",55
"2440","2011_10","disgust",50
"2441","2011_10","surprise",48
"2442","2011_10","Total",1226
"2443","2011_11","positive",422
"2444","2011_11","negative",317
"2445","2011_11","trust",254
"2446","2011_11","fear",178
"2447","2011_11","anticipation",159
"2448","2011_11","anger",143
"2449","2011_11","sadness",109
"2450","2011_11","joy",103
"2451","2011_11","surprise",80
"2452","2011_11","disgust",72
"2453","2011_11","Total",1837
"2454","2011_12","positive",243
"2455","2011_12","negative",155
"2456","2011_12","trust",140
"2457","2011_12","fear",94
"2458","2011_12","anticipation",91
"2459","2011_12","anger",70
"2460","2011_12","sadness",61
"2461","2011_12","joy",59
"2462","2011_12","surprise",47
"2463","2011_12","disgust",37
"2464","2011_12","Total",997
"2465","2012_1","positive",226
"2466","2012_1","negative",180
"2467","2012_1","trust",144
"2468","2012_1","fear",93
"2469","2012_1","anticipation",83
"2470","2012_1","anger",78
"2471","2012_1","sadness",77
"2472","2012_1","joy",49
"2473","2012_1","surprise",37
"2474","2012_1","disgust",35
"2475","2012_1","Total",1002
"2476","2012_2","positive",597
"2477","2012_2","negative",443
"2478","2012_2","trust",331
"2479","2012_2","fear",227
"2480","2012_2","anticipation",220
"2481","2012_2","anger",199
"2482","2012_2","sadness",169
"2483","2012_2","joy",161
"2484","2012_2","surprise",106
"2485","2012_2","disgust",103
"2486","2012_2","Total",2556
"2487","2012_3","positive",230
"2488","2012_3","negative",164
"2489","2012_3","trust",149
"2490","2012_3","anticipation",100
"2491","2012_3","fear",93
"2492","2012_3","anger",73
"2493","2012_3","joy",55
"2494","2012_3","sadness",52
"2495","2012_3","surprise",37
"2496","2012_3","disgust",31
"2497","2012_3","Total",984
"2498","2013_6","positive",687
"2499","2013_6","negative",637
"2500","2013_6","trust",412
"2501","2013_6","fear",340
"2502","2013_6","anger",295
"2503","2013_6","anticipation",276
"2504","2013_6","sadness",254
"2505","2013_6","joy",176
"2506","2013_6","disgust",173
"2507","2013_6","surprise",122
"2508","2013_6","Total",3372
"2509","2013_7","positive",315
"2510","2013_7","trust",188
"2511","2013_7","negative",173
"2512","2013_7","anticipation",102
"2513","2013_7","fear",99
"2514","2013_7","anger",83
"2515","2013_7","joy",66
"2516","2013_7","sadness",61
"2517","2013_7","disgust",41
"2518","2013_7","surprise",36
"2519","2013_7","Total",1164
"2520","2013_8","positive",225
"2521","2013_8","negative",166
"2522","2013_8","trust",140
"2523","2013_8","fear",109
"2524","2013_8","anticipation",95
"2525","2013_8","anger",83
"2526","2013_8","sadness",71
"2527","2013_8","joy",59
"2528","2013_8","disgust",40
"2529","2013_8","surprise",37
"2530","2013_8","Total",1025
"2531","2013_9","positive",184
"2532","2013_9","negative",118
"2533","2013_9","trust",115
"2534","2013_9","fear",70
"2535","2013_9","anticipation",67
"2536","2013_9","anger",50
"2537","2013_9","joy",45
"2538","2013_9","sadness",41
"2539","2013_9","surprise",33
"2540","2013_9","disgust",22
"2541","2013_9","Total",745
"2542","2013_10","positive",397
"2543","2013_10","negative",308
"2544","2013_10","trust",240
"2545","2013_10","fear",168
"2546","2013_10","anger",144
"2547","2013_10","anticipation",128
"2548","2013_10","sadness",123
"2549","2013_10","joy",86
"2550","2013_10","disgust",78
"2551","2013_10","surprise",58
"2552","2013_10","Total",1730
"2553","2013_11","positive",456
"2554","2013_11","negative",421
"2555","2013_11","trust",288
"2556","2013_11","fear",233
"2557","2013_11","anger",190
"2558","2013_11","anticipation",180
"2559","2013_11","sadness",177
"2560","2013_11","joy",117
"2561","2013_11","disgust",100
"2562","2013_11","surprise",96
"2563","2013_11","Total",2258
"2564","2013_12","positive",493
"2565","2013_12","negative",378
"2566","2013_12","trust",302
"2567","2013_12","fear",203
"2568","2013_12","anticipation",181
"2569","2013_12","anger",173
"2570","2013_12","sadness",127
"2571","2013_12","joy",124
"2572","2013_12","disgust",90
"2573","2013_12","surprise",83
"2574","2013_12","Total",2154
"2575","2014_1","positive",376
"2576","2014_1","negative",303
"2577","2014_1","trust",229
"2578","2014_1","fear",163
"2579","2014_1","anger",142
"2580","2014_1","anticipation",140
"2581","2014_1","sadness",121
"2582","2014_1","joy",95
"2583","2014_1","surprise",71
"2584","2014_1","disgust",65
"2585","2014_1","Total",1705
"2586","2014_2","positive",379
"2587","2014_2","negative",318
"2588","2014_2","trust",264
"2589","2014_2","fear",199
"2590","2014_2","anticipation",146
"2591","2014_2","anger",144
"2592","2014_2","sadness",130
"2593","2014_2","joy",107
"2594","2014_2","disgust",79
"2595","2014_2","surprise",68
"2596","2014_2","Total",1834
"2597","2014_3","positive",457
"2598","2014_3","negative",376
"2599","2014_3","trust",283
"2600","2014_3","fear",221
"2601","2014_3","anger",177
"2602","2014_3","anticipation",173
"2603","2014_3","sadness",154
"2604","2014_3","joy",123
"2605","2014_3","disgust",93
"2606","2014_3","surprise",77
"2607","2014_3","Total",2134
"2608","2014_4","positive",450
"2609","2014_4","negative",353
"2610","2014_4","trust",261
"2611","2014_4","fear",195
"2612","2014_4","anger",175
"2613","2014_4","anticipation",173
"2614","2014_4","sadness",134
"2615","2014_4","joy",119
"2616","2014_4","disgust",84
"2617","2014_4","surprise",82
"2618","2014_4","Total",2026
"2619","2014_5","positive",469
"2620","2014_5","negative",432
"2621","2014_5","trust",308
"2622","2014_5","fear",232
"2623","2014_5","anger",193
"2624","2014_5","anticipation",176
"2625","2014_5","sadness",163
"2626","2014_5","joy",117
"2627","2014_5","disgust",90
"2628","2014_5","surprise",83
"2629","2014_5","Total",2263
